psraid,sample,int_date,lang,usr,cregion,state,form,sex,q1,q3,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,bbhome3a,bbhome3b,bbhome3c,bbhome3d,bbhome3e,device1a,smart1,q4,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,act19,act87a,act87b,act137,q5a,q5b,q5c,q5d,q5e,q5f,date1a,date2a,date3a,date3b,date4a,date4b,date4c,date4d,date4e,date4f,game1,game2a,game2b,game2c,game2d,game2e,game2f,game3a,game3b,game4,emplnw,emptype1,emptype2,emptype3,stud,job1a,job1b,job1c,job1d,job1e,job1f,job2,job3a,job3b,job3c,job3d,job3e,job3f,job3g,job3h,job4,smjob1,smjob2a,smjob2b,smjob2c,smjob2d,smjob2e,smjob3,smjob4a,smjob4b,smjob4c,smjob4d,smjob4e,snsjob1a,snsjob1b,snsjob1c,snsjob2a,snsjob2b,job5a,job5b,job5c,job5d,auto1a,auto1b,auto1c,auto1d,auto1e,auto2,auto3,age,marital,hh1,par,kidage1,kidage2,kidage3,educ2,edinst,disa,party,partyln,ideo,hisp,birth_hisp,race,inc,ql1a,qc1,zipcode,weight,standwt
204020,2,62915,1,S,3,47,1,1,3,3,1,1,3,2, , ,1,1,1,1,1, ,8,2,1,1,1,1, ,2,2,2,2,1, , , , ,1,2, ,2,2,2,1, , , ,1, ,1,2,1,1,2,2,1,2,1,1,3,1,8,8,1,2,2,2,3, , , ,3, , , , , , ,1,2,1,2,1,2,2,1,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,43,4,3,2, , , ,2, ,1,3,8,2,2, ,1,1, ,2,37354,7,2.23491587353507
204031,2,62915,1,U,2,26,1,1,3,4,1,1,5,2, , ,1,1,1,1,1, ,2,10,2,2,2,2, ,2,2,1, ,2,2,2,1,1,1,1, ,1,2,2,2, , , ,2, ,1,2,1,1,1,1,1,1,2,1,1,1,3,8,1,1,1, ,4, , , ,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,4, , , , , , , , , , , , ,1,1,2,2,2, , , , , , , , , , ,1,48,3,2,2, , , ,3,5,2,2, ,2,2, ,2,2, ,2,48213,5.54838709677419,1.77145405644254
204035,2,62915,1,U,3,21,1,1,3,3,1,1,2,1,2, ,2,1,2,1,1, ,1, , , , , , , , , , ,2,1,2,1,2,1,1, ,1,2,1,1, , , ,2,2,2,2,1,2,2,2,1,1,1,2,3,1,2,8,8,1,2,1,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,4,4,4,2,1,1,3,28,1,2,2, , , ,6, ,2,1, ,1,2, ,1,4, ,2,40219,2.16129032258065,.690043149893316
204036,2,62915,1,S,3,24,1,2,1,8,2,2, , , , ,1,1,1,1,1, ,2,1,1,2,2,2, ,2,1,2, ,1, , , , , , , , ,2,2,2, , , , , ,1,2,2,1,1,1,2,1,2,8,8,8,8,8,8,2,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,80,1,2,2, , , ,4, ,2,4,2,3,2, ,2,99, ,1,20748,1.83870967741935,.587051634983865
204041,2,62915,1,U,1,42,2,1,3,8,2,2, , , , ,1,1,1,1,1, ,8,2,2,1,1,1, ,2,2,1,6,2,2,2,1,2, , , , , , , ,2,2,2, , ,2,2,8,8,2,1,8,1,2,8,8,8,8,8,8,2,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,61,6,8,2, , , ,2, ,1,8,1,9,2, ,2,98, ,2,19142,5,1.59636848109648
204044,2,62915,1,S,3,51,2,1,1,2,1,1,1,1,2, ,2,2,1,2,2, ,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,8,3,8,3,8,1, ,1,6,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,2, , , , , , , , , , , ,1,2,2,2,2,2,1,1,1,4,4,4,2,4,2,2,53,1,2,1,8,0,2,6, ,2,2, ,3,2, ,1,9, ,1,22308,2.41935483870968,.772436361820875
204046,2,62915,1,S,3,37,1,1,2,2,1,1,2,1,2, ,2,2,2,2,2, ,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,1,1, , , ,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,3,2,5,3,1,3,3,2,3,4,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,1,4,4,4,4,3,3,3,26,2,6,2, , , ,5, ,2,1, ,2,2, ,1,98, ,2,28451,6.35483870967742,2.02893284371617
204049,2,62915,1,S,3,47,2,2,1,2,1,1,4,1,2, ,2,3,2,2,2, ,1, , , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,2,2,2,8, , , ,3,2,1,1,1,1,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,3,45,1,2,2, , , ,8, ,2,1, ,2,2, ,1,8, ,1,37615,2.41935483870968,.772436361820875
204050,2,62915,1,S,1,34,2,2,3,3,1,1,5,1,2, ,2,1,2,2,1, ,8,3, , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,2,1,2, ,2,2,2,2,1,8,2,1,1,2,2,2,2,2,2,1,2,2,5,8,1, ,3,1,1,2,1,2,1,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,1,2,4,4,3,4,4,4,2,45,4,2,1,1,2,1,6, ,2,3,2,4,2, ,4,3, ,1,07201,2.96774193548387,.947521937166941
204054,2,70215,1,R,3,45,2,1,1,4,1,1,2,1,2, ,1,1,1,1,1, ,2,2, , , , , , , , , ,1, , , , ,1, ,2,1, , , ,1,2,1,2, ,2,2,1,1,1,1,1,1,2,3,1,8,8,3,3,1,1, ,1,3,1, ,3,9,1,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,4,4,4,4,4,1,2,46,1,3,2, , , ,5, ,2,3,8,9,2, ,2,9, ,1,29940,3.29032258064516,1.05051345207639
204064,2,62915,1,U,2,29,2,2,3,3,1,1,2,1,2, ,1,1,2,1,2, ,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,6,2,1,3,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,3,1,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,3,4,4,3,2,2,2,38,6,1,1,1,0,1,6, ,2,2, ,3,2, ,2,5, ,2,63107,4.61290322580645,1.47277866320514
204065,2,62915,1,U,2,55,1,1,4,4,2,2, , , , ,1,1,1,1,1, ,9,2,9,1,9,9, ,9,9,2, ,1, , , , , , , , ,2,2,2, , , , , ,2,2,2,2,1,2,9,1,2,8,2,8,8,8,8,2,1, ,1,3,1, ,3,4,5,3,4,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,4,4,4,4,4,8,4,49,6,2,2, , , ,3, ,2,4,8,9,1,8,6,2, ,2,53204,4.38709677419355,1.40068460276852
204066,2,62915,1,S,4,53,1,2,2,2,1,1,2,1,2, ,1,1,1,1,1, ,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,1,1, , , ,2,1,1,1,1,1,2,2,2,1,1,2,3,3,2,3,3,2,2,2,1,4,2,1,3,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,4,4,2,2,2,8,50,1,2,2, , , ,8, ,2,4,9,9,2, ,9,98, ,1,98198,2.12903225806452,.679743998402371
204067,2,62915,1,R,2,38,1,2,2,3,1,1,1,1,2, ,1,1,2,1,2, ,8,10, , , , , , , , , ,1, , , , ,1,1, ,1,2,2,1, , , ,2, ,2,2,2,2,1,1,1,1,1,3,2,1,2,2,2,1,1,2,1,1,1, ,3,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,2,1,4,4,4,2,2,2,3,24,2,2,2, , , ,4, ,2,4,9,8,2, ,1,3, ,1,58540,3.51612903225806,1.12260751251301
204068,2,62915,1,U,3,40,1,1,1,1,1,1,1,2, , ,1,1,1,2,1, ,1, ,1,2,1,2,1,1,2,2,3,1, , , , ,1,1, ,1,1,1,1, , , ,1,1,1,2,1,1,2,1,1,2,2,8,1,8,8,8,8,8,1, ,1,6,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,2, , , , , , , , , , , ,1,2,2,2,2,1,1,1,1,4,1,3,1,2,2,1,60,3,1,2, , , ,8, ,2,1, ,1,2, ,1,7, ,2,73109,1.70967741935484,.545855029020085
204076,2,62915,1,U,2,38,2,1,1,1,1,1,3,1,2, ,3,2,8,8,3, ,2,4, , , , , , , , , ,1, , , , ,1, ,2,2, , , ,2,2,2,2, ,1,2,1,1,2,2,1,1,1,2,3,2,2,8,8,1,2,2,1,1,1, ,3,3,2,2,2,3,2,1,1,2,1,1,1,2,2,2,4, , , , , , , , , , , , , , , , , ,1,1,1,1,4,4,4,4,4,1,4,51,2,2,2, , , ,7, ,2,1, ,2,2, ,1,6, ,1,58104,1.51612903225806,.484060120074415
204089,2,62915,1,S,3,13,1,1,2,2,1,1,2,1,2, ,1,1,1,2,1, ,1, , , , , , , , , , ,1, , , , ,1,2, ,1,1,1,1, , , ,2,2,1,1,2,2,2,1,2,1,1,8,3,8,8,3,3,1,1,2,1,4,2,5,2,1,1,1,1,3,1,2, , , , , , , , , ,1,1,2,2,2,2,3,2,2,2,2,2, , , , , ,1,1,1,1,4,4,4,4,4,1,2,30,1,2,1,3,0,0,5,2,2,2, ,3,2, ,2,6, ,1,30906,3.64516129032258,1.16380411847679
204093,2,62915,1,S,2,20,1,1,2,2,1,1,2,1,2, ,8,8,8,8,8, ,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,1, , , ,2,2,2,2,1,1,2,8,1,8,2,3,8,8,8,8,8,8,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,75,3,1,2, , , ,5, ,2,1, ,3,2, ,1,6, ,1,67039,1.03225806451613,.32957284771024
204096,2,62915,1,S,3,48,2,1,3,2,2,2, , , , ,3,3,2,3,2, ,2,8,1,2,1,2, ,1,2,2,1,2,1,2,1,1, , , , , , , ,2,2,2, , ,2,2,1,1,2,2,1,2,2,3,1,3,3,1,3,1,1, ,4, , , ,3,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,58,4,1,2, , , ,3, ,1,2, ,2,1,1,1,2, ,2,78155,3,.957821088657886
204098,2,62915,1,S,3,48,2,1,3,3,2,2, , , , ,2,3,3,3,2, ,8,2,2,2,1,1, ,1,1,2,1,2,2,2,1,1, , , , , , , ,2,2,2, , ,2,2,2,2,1,1,1,1,2,2,2,8,2,2,2,2,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,67,1,2,2, , , ,1, ,2,3,2,8,1,1,1,2, ,1,77067,3,.957821088657886
204100,2,62915,1,S,2,20,1,2,1,1,1,1,2,1,2, ,1,1,1,2,1, ,1, , , , , , , , , , ,2,2,1,1,1,1,1, ,1,1,2,1, , , ,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,3,2,1,2,2,5,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2, , , , , , , , , , , ,1,2,1,2,2,1,2,1,2,4,4,4,2,3,2,2,26,1,2,2, , , ,6,3,2,2, ,3,2, ,1,5, ,2,67117,1.93548387096774,.6179490894567
204101,2,70515,2,U,2,31,2,1,2,3,1,1,2,2, , ,1,1,1,2,2, ,8,1,1,2,1,1, ,1,2,2,2,1, , , , ,1, ,1,2, , , ,1,2,1,2, ,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,1, ,3,4,4,2,2,4,2,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,25,2,2,1,1,0,0,3, ,2,2, ,3,1,3,1,2, ,2,68521,2.54838709677419,.813632967784656
204103,2,70915,1,S,2,17,1,1,3,4,1,1,2,1,2, ,1,1,1,8,1, ,2,2, , , , , , , , , ,2,1,2,1,2,1,1, ,1,2,2,2, , , ,2, ,8,2,2,1,1,2,1,1,2,2,3,8,8,3,3,1,1, ,6, , , ,3, , , , , , ,1,1,1,1,1,1,1,2,2,3, , , , , , , , , , , , ,2,2,1,2,2, , , , , , , , , , ,1,53,1,3,2, , , ,5, ,1,4,8,4,1,3,1,99, ,1,60085,2.09677419354839,.669444846911425
204107,2,62915,1,S,2,55,1,2,1,3,1,1,2,1,2, ,2,2,2,2,2, ,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,1,2, , , ,2,2,1,1,1,1,2,2,1,1,2,3,1,3,3,3,2,2,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,1,2,2, , , , , , , , , , ,2,67,3,2,2, , , ,5, ,2,3,1,1,2, ,1,6, ,1,54880,1.35483870967742,.43256436261969
204126,2,62915,1,U,2,31,1,1,2,2,1,1,2,1,2, ,3,1,2,2,3, ,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,1, , , ,1,2,1,2,1,1,2,8,2,2,1,2,3,8,3,8,3,1,2,2,1,2,2,1,3,2,1,1,2,2,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,4,4,4,4,2,3,2,66,3,1,2, , , ,3, ,2,1, ,2,2, ,1,5, ,2,68528,2.19354838709677,.700342301384261
204130,2,62915,1,U,2,55,1,1,3,3,1,1,3,2, , ,3,3,1,2,2, ,8,2,1,2,1,1, ,2,2,2,2,1, , , , ,2,1, ,1,2,2,2, , , ,2, ,2,2,1,2,2,1,1,2,2,8,8,8,8,8,8,1,2, ,1,3,1, ,3,2,9,2,2,2,1,1,1,1,2,2,2,2,2,2,1, , , , , , , , , , , , ,2,2,2,2,2,1,1,1,1,3,3,3,3,3,2,2,25,6,1,2, , , ,4, ,2,4,8,4,2, ,2,1, ,2,54911,3.64516129032258,1.16380411847679
204132,2,62915,1,U,3,1,2,1,3,3,1,1,3,1,2, ,3,2,3,3,3, ,1, , , , , , , , , , ,1, , , , ,2, ,2,1, , , ,1,2,2,2,2,2,2,2,2,2,2,1,1,2,8,1,8,8,8,8,1,2, ,3, , , ,3, , , , , , ,1,1,2,1,2,1,1,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,55,1,2,2, , , ,3, ,2,4,9,3,2, ,1,6, ,1,35601,2.67741935483871,.854829573748435
204134,2,70515,1,U,3,48,1,1,3,2,1,2,2,1,2, ,3,1,3,3,3, ,2,1, , , , , , , , , ,1, , , , ,2,2, ,2,2,2,2, , , ,2, ,2,2,2,2,2,8,2,1,1,2,3,2,2,2,2,1,2,1,99, , , ,9,2,2,1,1,5,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,99,6,9,2, , , ,4, ,2,9,9,9,1,1,1,99, ,1,78560,2.87096774193548,.916624482694106
204135,2,62915,1,S,3,1,1,1,1,1,1,1,1,1,2, ,2,2,2,2,2, ,1, , , , , , , , , , ,1, , , , ,2,1, ,2,1,1,1, , , ,2,2,1,1,1,1,2,1,2,2,1,1,3,3,1,3,2,1,2,2,1,1,2,1,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,2,2,4,4,2,2,3,3,40,1,2,2, , , ,8, ,2,4,1,2,2, ,1,9, ,2,35806,3.06451612903226,.978419391639776
204137,2,62915,1,S,2,39,2,1,2,2,1,1,1,1,2, ,3,2,2,3,2, ,1, , , , , , , , , , ,2,1,2,1,1,1, ,1,1, , , ,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,8,1,2, ,1,3,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,4,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,4,4,4,4,4,2,3,35,1,2,1,3,0,0,6,2,2,1, ,3,2, ,1,7, ,2,45227,3.58064516129032,1.1432058154949
204140,2,63015,1,S,1,42,2,2,1,2,1,2,2,1,2, ,3,2,3,3,2, ,2,3, , , , , , , , , ,1, , , , ,1, ,2,1, , , ,2,2,2,2, ,1,1,8,1,2,2,8,2,2,2,3,8,8,8,8,1,1, ,1,6,2,1,3,1,1,1,1,3,1,1,1,2,1,2,2,1,2,2,3, , , , , , , , , , , , , , , , , ,1,1,1,1,4,4,4,4,4,1,3,50,1,2,1,1,0,0,8, ,2,1, ,3,2, ,1,7, ,1,17036,3.25806451612903,1.04021430058545
204146,2,62915,1,R,3,48,1,1,2,4,2,2, , , , ,3,3,3,3,3, ,1, ,1,2,2,1,1,1,1,8,8,1, , , , , , , , ,2,1,1, , , , ,2,1,2,1,2,2,2,1,2,1,2,2,8,8,8,8,2,2,2,1,1,1, ,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2, ,2, , , , , , , , , , , , , , , , ,1,1,1,1,3,3,3,3,3,1,3,52,1,2,1,0,1,1,8, ,2,1, ,1,2, ,1,8, ,1,79072,1.83870967741935,.587051634983865
204147,2,62915,1,S,3,45,1,1,2,2,1,2,2,1,2, ,2,2,2,8,2, ,2,1, , , , , , , , , ,1, , , , ,2,2, ,2,2,2,2, , , ,1, ,1,2,1,2,2,2,1,2,2,3,1,8,8,8,3,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,66,6,1,2, , , ,8, ,2,3,9,3,2, ,1,7, ,2,29223,1.58064516129032,.504658423056305
204150,2,62915,1,S,3,22,2,2,2,2,1,1,4,1,2, ,1,1,1,1,1, ,1, , , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,3,3,2,3,8,2,2,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,1,67,2,2,2, , , ,3, ,1,1, ,2,2, ,1,2, ,2,70072,4.03225806451613,1.28739393636813
204166,2,62915,1,S,4,4,1,2,1,1,1,1,2,1,2, ,2,2,3,3,3, ,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,1,1, , , ,2,2,1,1,8,2,2,2,2,1,1,2,1,1,3,3,2,1,1,2,1,1,1, ,1,1,1,3,1,2,2,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,4,1,1,1,2,1,1,2,1,2,2,1,1,1,1,4,2,4,2,2,3,2,21,6,4,2, , , ,5,2,2,1, ,2,2, ,1,8, ,2,85296,7.16129032258065,2.28641163098979
204170,2,62915,1,U,2,20,1,2,1,2,1,1,2,1,2, ,1,1,1,1,2, ,1, , , , , , , , , , ,1, , , , ,2,1, ,2,1,2,1, , , ,2,2,1,2,1,1,2,2,1,2,2,2,8,2,2,2,8,1,2, ,2,8,2,4,3,2,1,2,1,2,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,2,1,3,3,3,3,4,4,2,39,1,2,1,0,2,0,8, ,2,2, ,4,2, ,1,7, ,1,66049,2.35483870967742,.751838058838985
204173,2,62915,1,S,4,6,1,1,1,3,1,1,2,1,2, ,2,3,8,2,2, ,1, , , , , , , , , , ,1, , , , ,1,1, ,1,2,1,1, , , ,2,2,1,2,1,2,2,2,1,1,2,8,2,8,3,8,8,8,2, ,1,2,2,2,3,1,1,1,1,1,2,2, , , , , , , , , ,2, , , , , , , , , , , ,1,1,1,2,2,1,1,1,2,3,4,4,3,2,2,2,53,1,1,2, , , ,8, ,2,3,1,3,2, ,1,9, ,2,94941,3.03225806451613,.968120240148831
204174,2,70515,1,S,2,17,1,1,2,3,1,1,3,1,2, ,3,8,8,8,8, ,1, , , , , , , , , , ,1, , , , ,1,2, ,1,2,2,2, , , ,2,2,2,8,2,1,8,9,2,1,1,8,2,8,3,8,8,8,8,2,2,2,2,1,3,1,1,1,1,8,1,1,1,2,1,1,2,2,2,2,4,2, , , , , , , , , , , , , , , , ,1,2,2,1,4,4,4,4,4,3,3,98,1,4,2, , , ,6, ,2,3,8,8,2, ,8,98, ,1,60478,2.03225806451613,.648846543929535
204179,2,62915,1,U,4,6,1,1,1,2,1,1,1,1,2, ,3,3,3,3,3, ,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,1,1, , , ,2,2,2,2,1,1,2,1,1,1,1,3,3,3,2,3,3,2,1,2,1,1,1, ,3,1,1,1,1,2,1,2, , , , , , , , , ,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,4,4,4,4,4,1,2,38,2,2,1,1,3,3,7, ,2,3,8,5,1,3,6,7, ,2,94598,2.70967741935484,.865128725239381
204180,2,62915,1,S,2,39,2,1,2,4,1,1,2,1,2, ,1,1,1,1,1, ,1, , , , , , , , , , ,2,1,2,1,1,1, ,1,1, , , ,2,1,1,2,2,1,1,2,2,8,1,1,1,2,2,2,2,2,2,2,1,1, ,1,1,2,5,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2, ,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,2,2,1,1,1,1,4,4,4,4,4,4,2,20,6,6,2, , , ,4,2,2,3,2,3,2, ,1,8, ,1,45157,4.90322580645161,1.56547102662364
204183,2,62915,2,S,3,48,1,2,2,2,1,1,4,2, , ,1,1,1,1,1, ,8,2,2,1,1,2, ,1,1,2,5,2,2,2,1,1,1,1, ,2,2,2,1, , , ,2, ,2,2,2,2,1,1,2,1,1,2,1,8,8,8,2,1,1,1,4, , , ,3,8,3,3,4,3,3,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,34,1,2,1,3,2,1,2, ,2,8,8,8,1,3,8,2, ,1,99999,2.96774193548387,.947521937166941
204185,2,62915,1,S,2,17,1,2,2,2,1,1,2,1,2, ,2,1,1,1,1, ,1, , , , , , , , , , ,1, , , , ,2,1, ,1,2,1,1, , , ,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,5,2,5,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2, , , , , , , , , , , ,2,2,2,2,2,1,1,2,1,4,4,4,4,4,2,3,21,6,5,2, , , ,4,2,2,3,2,5,1,1,1,4, ,1,60305,2.48387096774194,.793034664802766
204187,2,62915,1,R,3,24,2,1,1,2,1,1,2,1,2, ,3,3,3,3,2, ,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,3,2,2,3,2,1,2,2,1,4,2,1,3,2,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,2,3,4,4,3,3,2,2,48,1,3,1,0,0,1,4, ,2,3,2,2,2, ,2,7, ,1,20653,3.29032258064516,1.05051345207639
204198,2,70515,1,R,2,17,1,1,2,2,2,2, , , , ,3,1,3,3,2, ,8,1,2,2,1,2, ,2,1,2,5,1, , , , , , , , ,2,2,2, , , , , ,2,2,1,1,1,1,1,2,2,8,8,8,8,8,8,1,1, ,6, , , ,3, , , , , , ,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,52,5,1,2, , , ,3, ,2,3,8,3,2, ,1,1, ,2,61071,4.67741935483871,1.49337696618703
204200,2,63015,1,S,1,42,1,1,3,3,1,1,1,1,2, ,2,1,1,2,3, ,1, , , , , , , , , , ,2,1,2,1,1,1,1, ,1,2,1,1, , , ,2,2,1,1,1,1,2,2,1,2,1,2,3,2,2,8,2,1,2,2,1,3,1, ,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,4,4,4,4,2,2,1,24,2,2,2, , , ,5,5,2,3,2,5,2, ,1,6, ,2,15227,7.16129032258065,2.28641163098979
204203,2,62915,1,U,3,5,1,2,2,2,2,2, , , , ,3,3,3,3,3, ,8,98,2,2,1,2, ,2,2,2, ,1, , , , , , , , ,2,2,2, , , , , ,2,2,1,1,1,2,1,1,2,2,2,8,2,2,3,1,1, ,6, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,60,4,1,2, , , ,3, ,1,3,9,3,2, ,2,2, ,2,72903,3.12903225806452,.999017694621666
204204,2,62915,1,S,4,49,1,2,1,2,1,1,2,1,2, ,3,3,3,3,3, ,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,2,1, , , ,2,2,1,1,2,2,2,1,1,1,1,2,8,2,2,3,2,1,2,2,1,1,1, ,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,1,4,4,4,4,4,2,2,21,6,4,2, , , ,6, ,2,1, ,2,2, ,1,8, ,1,84003,2.54838709677419,.813632967784656
204205,2,62915,1,S,4,41,1,2,1,2,1,1,1,1,2, ,2,1,1,2,1, ,1, , , , , , , , , , ,1, , , , ,2,1, ,1,1,1,1, , , ,2,2,1,1,1,2,2,2,1,1,2,8,2,2,8,1,8,1,1, ,1,5,2,4,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,1,4,4,4,4,4,1,2,53,1,2,2, , , ,3, ,2,1, ,2,2, ,1,99, ,2,97487,6.64516129032258,2.12162520713467
204206,2,62915,1,U,4,56,1,2,2,2,1,2,5,1,2, ,2,2,2,2,3, ,1, , , , , , , , , , ,1, , , , ,2,2, ,2,1,2,2, , , ,2,2,1,2,1,2,2,2,1,1,2,2,8,8,3,8,3,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,85,5,1,2, , , ,2, ,2,3,2,3,2, ,1,3, ,1,82609,1.54838709677419,.49435927156536
204208,2,62915,1,U,4,30,2,1,2,1,1,1,1,1,2, ,1,1,2,2,1, ,1, , , , , , , , , , ,1, , , , ,1, ,1,2, , , ,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,3,2,1,2,2,2,2,2,1,2,2,1,3,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,3,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,4,4,4,2,2,2,3,26,6,1,2, , , ,6, ,2,3,2,3,2, ,1,5, ,1,59102,1,.319273696219295
204209,2,62915,1,U,4,4,2,2,3,3,1,1,2,2, , ,1,1,1,3,1, ,2,4,2,1,1,1, ,9,2,2,2,1, , , , ,1, ,1,1, , , ,1,1,1,1, ,1,1,2,1,1,1,1,1,1,3,2,3,3,3,8,2,2,2,4, , , ,3,4,4,1,1,3,1,1,2,2,2,2,1,2,2,2, , , , , , , , , , , , , ,2,2,2,1,1, , , , , , , , , , ,4,31,3,4,2, , , ,3, ,2,3,2,5,1,1,6,1, ,2,85041,4.7741935483871,1.52427442065986
